"word","translation_hy","translation_ru","level","part_of_speech","frequency_rank"
"forget","մոռանալ","забыть","B1","verb","2844"
"impression","կնիք, դրոշմվածք","впечатление","B1","noun","2845"
"elizabeth","elizabeth","elizabeth","B1","noun","2846"
"integrated","ամբողջությունկազմել, միացնել","интегрировать","B1","verb","2847"
"export","արտահանում, էքսպորտ","вывозной","B1","noun","2848"
"alive","կենդանի","живьём","B1","adjective","2849"
"expenses","ծախսեր, վատնում","издержки","B1","noun","2850"
"sweet","քաղցրեղեն, աղանդեր","конфета","B1","noun","2851"
"namely","այսինքն, այնէ","именно","B1","adverb","2852"
"z","անգլերենայբուբենի 26֊րդտառը","z","B1","noun","2853"
"liberty","liberty","свобода","B1","noun","2854"
"hell","դժոխք","ад","B1","noun","2855"
"poems","բանաստեղծություն, պոեմ","стихотворение","B1","noun","2856"
"suffered","տառապել, տանջվել","терпеть","B1","verb","2857"
"falls","անկում, ընկնելը","водопад","B1","noun","2858"
"achievement","նվաճում, հասնելը","достижение","B1","noun","2859"
"guard","պահակ, ժամապահ","охрана","B1","noun","2860"
"beneath","beneath","beneath","B1","noun","2861"
"electrical","էլեկտրական","electrical","B1","adjective","2862"
"usa","usa","США","B1","noun","2863"
"stars","աստղերովզարդարել","звезда","B1","noun","2864"
"churches","եկեղեցի","церковь","B1","noun","2865"
"virtue","առաքինություն, արժանիք Նրագլխավոր/հիմնականարժանիքըտակտնէ","достоинство","B1","noun","2866"
"racial","ռասայական","расовый","B1","adjective","2867"
"fail","անհաջողակ","сорваться","B1","noun","2868"
"seriously","լուրջ, ծանրակշիռ","тяжело","B1","adverb","2869"
"schedule","չվացուցակ, ժամանակացույց","график","B1","noun","2870"
"shoulder","ուս","плечо","B1","noun","2871"
"bought","bought","покупной","B1","noun","2872"
"paragraph","պարբերություն, հատված","пункт","B1","noun","2873"
"fifteen","տասնհինգ","пятнадцать","B1","number","2874"
"decades","տասնամյակ, տասնյակ","десятилетие","B1","noun","2875"
"decade","տասնամյակ, տասնյակ","десятилетие","B1","noun","2876"
"ex","ex","ex","B1","noun","2877"
"broke","սնանկացած, նեղդրությանմեջ","broke","B1","adjective","2878"
"faculty","ձիրք, ընդունակություն","способность","B1","noun","2879"
"relating","պատմել","отнести","B1","verb","2880"
"cotton","համաձայնվել, հարմարվել","бумага","B1","verb","2881"
"climate","կլիմա","климат","B1","noun","2882"
"chamber","պալատ","камера","B1","noun","2883"
"billion","բիլիոն","миллиард","B1","noun","2884"
"slave","slave","раб","B1","noun","2885"
"clients","հաճախորդ, գնորդ","подзащитный","B1","noun","2886"
"rev.","rev.","rev.","B1","noun","2887"
"arrangements","կարգավորում, դասավորում, համակարգում","устройство","B1","noun","2888"
"grain","հացահատիկ, հացաբույսեր","хлеб","B1","noun","2889"
"imagination","երևակայություն, մտավորպատկերացում, ֆանտազիա","воображение","B1","noun","2890"
"prepare","պատրաստ(վ)ել","готовить","B1","verb","2891"
"nice","հաճելի, դուրեկան, համակրելի","мило","B1","adjective","2892"
"vessels","անոթ (նաև՝կզմխ","корабль","B1","noun","2893"
"egypt","egypt","egypt","B1","noun","2894"
"permitted","permitted","дозволенный","B1","verb","2895"
"possession","տիրում, տիրապետում","владение","B1","noun","2896"
"province","նահանգ, գավառ","область","B1","noun","2897"
"courses","ուղղություն, կուրս","курсы","B1","noun","2898"
"virtually","փաստորեն, ըստէության","фактически","B1","adverb","2899"
"conception","գաղափար, հասկացողություն","мысль","B1","noun","2900"
"database","database","database","B1","noun","2901"
"compensation","հատուցում","отступное","B1","noun","2902"
"expectations","սպասում, հույս, ակնկալիք","ожидание","B1","noun","2903"
"unusual","անսովոր, ոչսովորական","необыкновенный","B1","adjective","2904"
"golden","ոսկե, ոսկյա","златой","B1","adjective","2905"
"scientists","գիտնական","естествовед","B1","noun","2906"
"arise","ծագել, հայտնվել, առաջանալ","проклёвываться","B1","verb","2907"
"musical","musical","мюзикл","B1","noun","2908"
"versus","(լատ","versus","B1","preposition","2909"
"orientation","կողմնորոշում, կողմնորոշվելը","ориентация","B1","noun","2910"
"diameter","տրամագիծ","диаметр","B1","noun","2911"
"score","մրզ","счёт","B1","noun","2912"
"branches","ճյուղ, ոստ","хвоя","B1","noun","2913"
"watching","ժամացույց","часовой","B1","verb","2914"
"shaped","ձև, կաղապար","формироваться","B1","verb","2915"
"sees","sees","sees","B1","noun","2916"
"modified","փոփոխել, ձևափոխել","модифицировать","B1","verb","2917"
"alexander","alexander","alexander","B1","noun","2918"
"scholars","գիտնական","учёный","B1","noun","2919"
"loan","փոխառություն, վարկ","заём","B1","noun","2920"
"dress","զգեստ, հագուստ, շոր","костюм","B1","noun","2921"
"limitations","սահմանափակում, սահման, ամենավերջինժամկետ","ограничение","B1","noun","2922"
"strain","ձգում, լարում, պրկում","напряжение","B1","noun","2923"
"sick","sick","больной","B1","noun","2924"
"proposal","առաջարկ","предложение","B1","noun","2925"
"symbol","խորհրդանշան, սիմվոլ","знак","B1","noun","2926"
"molecular","մոլեկուլի, մոլեկուլային","молекулярный","B1","adjective","2927"
"chest","մեծարկղ, սնդուկ","грудь","B1","noun","2928"
"witness","վկա (նաև՝իրավ","понятой","B1","noun","2929"
"gained","աճ, ավելացում","прибыль","B1","verb","2930"
"si","si","си","B1","noun","2931"
"correlation","հարաբերակցություն","соотношение","B1","noun","2932"
"lying","ստախոսություն, ստելը","лганьё","B1","noun","2933"
"requirement","պահանջ","требование","B1","noun","2934"
"francisco","francisco","francisco","B1","noun","2935"
"fort","ռզմ","форт","B1","noun","2936"
"phrase","արտահայտություն, դարձված","фраза","B1","noun","2937"
"joy","ուրախություն","радость","B1","noun","2938"
"fingers","մատ","палец","B1","noun","2939"
"destroyed","քանդել, ոչնչացնել, կործանել","вывести","B1","verb","2940"
"beside","կողքին, մոտ","рядом","B1","preposition","2941"
"comment","մեկնաբանություն, լուսաբանություն","отзыв","B1","noun","2942"
"addressed","հասցե","речь","B1","verb","2943"
"competitive","մրցակցային, մրցույթի, մրցութային","конкурентоспособный","B1","adjective","2944"
"expense","ծախսեր, վատնում","расход","B1","noun","2945"
"suit","կոստյում","пара","B1","noun","2946"
"bishop","եպիսկոպոս","епископ","B1","noun","2947"
"games","խաղ, մոլախաղ","партия","B1","noun","2948"
"liability","liability","liability","B1","noun","2949"
"unions","միություն, միավորում","союз","B1","noun","2950"
"string","լար, նվագալար","шпагат","B1","noun","2951"
"contribute","աջակցել, օժանդակել, նպաստել","сотрудничать","B1","verb","2952"
